"Major","ComplexType","ComplexDescr","NbrBldgs","NbrStories","NbrUnits","AvgUnitSize","LandPerUnit","ProjectLocation","ProjectAppeal","PcntWithView","ConstrClass","BldgQuality","Condition","YrBuilt","EffYr","PcntComplete","Elevators","SectySystem","Fireplace","Laundry","AptConversion","CondoLandType","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode"
"894421","1","1978 Apt Conversion with Moorage","25","2","180","920","2117","4","2","0","4","4","3","1968","1984","100","N","N"," ","1","Y","1","17208     NE 45TH                      ST      98052","17208","   ","NE","45TH                     ","ST  ","  ","98052"
"894580","1","Townhouses","9","2","16","1820","3739","3","3","0","4","6","3","2008","2009","100","N","N","Y","2","N","1","18709        101ST                     AVE  NE 98011","18709","   ","  ","101ST                    ","AVE ","NE","98011"
"911830","1","20 detached townhomes ","20","3","20","2723","4758","3","4","0","4","7","3","2016","2016","80","N","N","Y","2","N","1","704          3RD                       PL   S  ","704  ","   ","  ","3RD                      ","PL  ","S ",""
"914000","1","5 UNIT CONDO","1","3","5","1414","1366","3","3","0","4","5","3","1993","1993","100","Y","Y","Y","2","N","1","3621         WALLINGFORD               AVE  N  98103","3621 ","   ","  ","WALLINGFORD              ","AVE ","N ","98103"
"919580","1","23 UNITS, FLATS","1","6","23","1566","683","4","4","0","4","7","3","1996","1996","100","Y","Y","Y","2","N","1","1170         ALKI                      AVE  SW 98116","1170 ","   ","  ","ALKI                     ","AVE ","SW","98116"
"692833","1","Apt conversion","1","1","12","612","1063","3","3","0","4","4","5","1945","2000","100","N","N","N","2","Y","1","9013         16TH                      AVE  SW 98106","9013 ","   ","  ","16TH                     ","AVE ","SW","98106"
"713970","1","12 Unit Condo","6","1","12","910","3948","3","3","0","4","4","4","1979","1979","100","N","N"," ","2","Y","1","1525         FLORENCE                  ST      98022","1525 ","   ","  ","FLORENCE                 ","ST  ","  ","98022"
"714340","1","TOWNHOUSES","1","2","3","2114","2933","3","4","0","4","5","5","1972","1986","100","N","N","Y","2","N","1","151          108TH                     AVE  SE 98004","151  ","   ","  ","108TH                    ","AVE ","SE","98004"
"720205","1","Townhouses","1","2","2","1713","10720","3","3","0","4","5","3","1995","1995","100","N","N","Y","2","N","1","16530     NE 95TH                      ST      98052","16530","   ","NE","95TH                     ","ST  ","  ","98052"
"720255","1","37 UNIT CONDO","1","4","37","1442","1686","4","4","0","4","5","4","1977","1977","100","Y","Y","N","2","N","1","28303        SOUND VIEW                DR   S  98198","28303","   ","  ","SOUND VIEW               ","DR  ","S ","98198"
"720556","1"," 9 UNIT CONDOMINIUM","1","3","9","1471","1378","4","4","0","4","5","4","1979","1979","100","N","Y","Y","2","N","1","700       S  282ND                     ST      98198","700  ","   ","S ","282ND                    ","ST  ","  ","98198"
"720561","1","18 Unit Condo","1","3","18","876","1934","3","3","70","4","4","4","1979","2004","100","N","N","Y","1","Y","1","28418        16TH                      AVE  S  98003","28418","   ","  ","16TH                     ","AVE ","S ","98003"
"721100","1","7 UNIT CONDO","1","3","7","754","1150","3","3","0","4","4","4","1973","1973","100","Y","Y","Y","2","N","1","6519         35TH                      AVE  NE 98115","6519 ","   ","  ","35TH                     ","AVE ","NE","98115"
"721230","1","22 UNIT CONDO","1","3","22","742","700","2","3","0","4","4","4","1968","1986","100","Y","N"," ","1","Y","1","612          PROSPECT                  ST      98109","612  ","   ","  ","PROSPECT                 ","ST  ","  ","98109"
"728540","1","FLATS & TOWNHOUSES","3","3","12","989","3369","3","3","0","4","3","2","1979","1979","100","N","N","Y","2","N","1","700       NW 189TH                     ST      98177","700  ","   ","NW","189TH                    ","ST  ","  ","98177"
"733090","1","FLATS","2","2","8","827","3866","4","3","0","4","4","4","1987","2000","100","N","N","N","2","Y","1","427          MAIN                      AVE  S  98045","427  ","   ","  ","MAIN                     ","AVE ","S ","98045"
"750340","1","Flats","1","4","14","682","685","3","3","0","4","4","5","1947","1986","100","N","N","N","1","Y","1","4111         WHITMAN                   AVE  N  98103","4111 ","   ","  ","WHITMAN                  ","AVE ","N ","98103"
"752670","2","153 UNIT CONDO APARTMENT USAGE","12","3","153","897","3981","4","4","0","4","6","4","1989","2010","100","N","N"," ","2","Y","0","16100     SE EASTGATE                  WAY     98000","16100","   ","SE","EASTGATE                 ","WAY ","  ","98000"
"754080","1","16 UNIT CONDOMINIUM","1","4","16","883","825","3","3","0","4","5","4","1979","1979","100","Y","Y","Y","2","N","1","12035        32ND                      AVE  NE 98125","12035","   ","  ","32ND                     ","AVE ","NE","98125"
"761300","1","Flats","1","2","8","888","1655","3","3","0","4","5","4","1966","1981","100","N","N","Y","2","Y","1","14531        DAYTON                    AVE  N  98133","14531","   ","  ","DAYTON                   ","AVE ","N ","98133"
"769820","1","38-UNIT CONDO","1","3","38","849","1101","5","4","0","4","4","4","1969","1985","100","N","Y","N","1","Y","1","733          LAKE                      ST   S  98033","733  ","   ","  ","LAKE                     ","ST  ","S ","98033"
"769851","1","21 res units","1","3","21","802","634","4","3","0","4","5","5","1967","1981","100","Y","Y","N","1","Y","1","7300         WOODLAWN                  AVE  NE 98115","7300 ","   ","  ","WOODLAWN                 ","AVE ","NE","98115"
"771570","1","FLATS & TOWNHOUSES","1","3","7","813","857","3","3","0","4","4","4","1980","1988","100","N","N"," ","2","N","1","3646         14TH                      AVE  W  98119","3646 ","   ","  ","14TH                     ","AVE ","W ","98119"
"773280","1","FLATS","1","4","16","856","708","3","2","0","4","3","2","1980","1980","100","Y","Y","N","2","N","1","3000      SW AVALON                    WAY     98126","3000 ","   ","SW","AVALON                   ","WAY ","  ","98126"
"776000","1","Flats","1","3","13","758","584","3","3","0","4","4","4","1977","2005","100","Y","Y","N","1","Y","1","6501         24TH                      AVE  NW 98117","6501 ","   ","  ","24TH                     ","AVE ","NW","98117"
"778775","4","25 RES UNITS + 1 COML UNIT","1","6","26","715","277","3","3","0","2","5","3","2001","2001","100","Y","Y"," ","2","N","1","326          QUEEN ANNE                AVE  N  98109","326  ","   ","  ","QUEEN ANNE               ","AVE ","N ","98109"
"780424","1","H -65 of 770 in a multi-major project","3","4","770","972","6724","3","4","0","4","3","3","1969","1980","100","Y","Y","Y","1","Y","1","6234         138TH                     AVE  NE 98052","6234 ","   ","  ","138TH                    ","AVE ","NE","98052"
"808338","1","24 UNITS IN 3 BLDGS","3","3","24","1192","2698","3","3","0","4","4","4","1996","1996","100","N","N","Y","2","N","1","440       S  51ST                      CT      98055","440  ","   ","S ","51ST                     ","CT  ","  ","98055"
"808800","1","FLATS","1","2","6","665","798","3","3","0","4","3","4","1962","1987","100","N","N","N","1","Y","1","415          SUMMIT                    AVE  E  98102","415  ","   ","  ","SUMMIT                   ","AVE ","E ","98102"
"808830","1","Flats","1","5","14","664","687","3","3","15","4","4","4","1968","2003","100","Y","Y","Y","2","Y","1","900          SUMMIT                    AVE  E  98102","900  ","   ","  ","SUMMIT                   ","AVE ","E ","98102"
"856299","5"," Mixed Use","1","4","83","827","0","0","0","0","4","4","3","2011","2011","100","Y","Y"," ","1"," ","0","4616         MARTIN LUTHER KING JR     WAY  S  ","4616 ","   ","  ","MARTIN LUTHER KING JR    ","WAY ","S ",""
"860240","1","2 FLAT UNITS","1","1","2","920","3000","3","3","0","4","4","4","1976","1986","100","N","N","Y","2","N","1","3441         22ND                      AVE  W  98199","3441 ","   ","  ","22ND                     ","AVE ","W ","98199"
"885790","1","52 UNIT CONDOMINIUM","6","2","52","683","1816","2","3","0","4","4","4","1983","1983","100","N","N"," ","2","N","1","12600        57TH                      AVE  S  98178","12600","   ","  ","57TH                     ","AVE ","S ","98178"
"893700","1","4-UNIT CONDO","1","2","4","965","2112","4","3","0","4","4","3","1967","1977","100","N","Y","N","2","Y","1","730          1ST                       ST   S  98033","730  ","   ","  ","1ST                      ","ST  ","S ","98033"
"894220","5"," ","1","7","51","872","473","0","0","53","4","5","3","2003","2011","100","Y","Y","N","2"," ","0","1615         19TH                      AVE  E  ","1615 ","   ","  ","19TH                     ","AVE ","E ",""
"894426","2","10 UNIT CONDO","1","2","10","817","950","3","3","0","4","4","4","1968","1997","100","N","N"," ","1","Y","0","446          WELLS                     AVE  N  98055","446  ","   ","  ","WELLS                    ","AVE ","N ","98055"
"894447","1","46 UNIT CONDO","13","2","46","1324","4056","3","3","0","4","4","4","1998","1998","100","N","N","Y","2","N","1","19163        110TH                     PL   SE 98055","19163","   ","  ","110TH                    ","PL  ","SE","98055"
"894470","1","7-DUPLEXES","7","2","14","1876","6642","3","4","0","4","6","3","1991","1991","100","N","N","Y","2","N","1","13007     NE 132ND                     ST      98034","13007","   ","NE","132ND                    ","ST  ","  ","98034"
"918770","1","32 UNIT CONDO","1","3","32","905","879","5","4","0","4","4","4","1967","1977","100","N","Y","Y","1","Y","1","6401         LAKE WASHINGTON           BLVD NE 98033","6401 ","   ","  ","LAKE WASHINGTON          ","BLVD","NE","98033"
"926660","1","196 UNIT CONDO","22","2","196","759","3514","3","3","0","4","4","4","1979","1979","100","N","N","Y","1","N","1","431       S  321ST                     PL      98003","431  ","   ","S ","321ST                    ","PL  ","  ","98003"
"927077","2"," ","23","2","132","923","0","3","4","0","4","4","3","1990","2001","100","N","N","Y","2","N","0","7901         DELRIDGE                  WAY  SW 98106","7901 ","   ","  ","DELRIDGE                 ","WAY ","SW","98106"
"932540","1","16 FLAT UNITS","2","2","16","834","2332","3","2","0","4","3","4","1988","2000","100","N","N","Y","2","Y","1","9806         28TH                      AVE  SW 98126","9806 ","   ","  ","28TH                     ","AVE ","SW","98126"
"946550","1","67 UNIT CONDO","7","2","67","910","2186","3","3","0","4","4","3","1979","1979","100","N","N","Y","2","N","1","3435         AUBURN                    WAY  S  98092","3435 ","   ","  ","AUBURN                   ","WAY ","S ","98092"
"947811","1","84-UNIT-CONDO","3","4","84","775","723","3","3","0","4","4","3","1968","1984","100","Y","Y"," ","1","Y","1","3710         27TH                      PL   W  98199","3710 ","   ","  ","27TH                     ","PL  ","W ","98199"
"951098","1","TOWNHOUSES","14","2","42","1337","2852","4","3","0","4","5","3","2002","2002","100","N","N","Y","2","N","1","6319         189TH                     PL   NE 98052","6319 ","   ","  ","189TH                    ","PL  ","NE","98052"
"952220","1","30 UNIT CONDO","1","3","30","762","667","3","3","0","4","5","4","1985","1985","100","Y","Y","Y","2","N","1","5901         PHINNEY                   AVE  N  98103","5901 ","   ","  ","PHINNEY                  ","AVE ","N ","98103"
"952238","1","120 UNIT CONDO","8","2","120","730","2377","3","3","0","4","4","3","1983","1983","100","N","N","Y","2","Y","1","14200     NE 171ST                     ST      98072","14200","   ","NE","171ST                    ","ST  ","  ","98072"
"953060","1","12 UNIT CONDO","1","3","12","1024","833","3","3","0","4","4","4","1977","1977","100","Y","Y","Y","1","N","1","4911         FREMONT                   AVE  N  98103","4911 ","   ","  ","FREMONT                  ","AVE ","N ","98103"
"954590","1","3 Unit SFR","3","2","3","2618","6378","3","3","0","4","6","3","2018","2018","100","Y","N","Y","2","Y","1","","     ","   ","","                         ","","",""
"860308","1","3 UNIT CONDO","1","2","3","1200","2200","4","4","0","4","6","4","1975","2001","100","N","N","Y","2","Y","1","3700         SUNNYSIDE                 AVE  N  98103","3700 ","   ","  ","SUNNYSIDE                ","AVE ","N ","98103"
"864770","5","","1","40","400","900","0","4","4","0","2","8","3","2017","2017","100","Y","Y"," ","2","N","1","1812         BOREN                     AVE     ","1812 ","   ","  ","BOREN                    ","AVE ","  ",""
"866460","1","Flats","1","5","20","1589","2253","3","3","70","2","5","3","2007","2007","100","Y","Y","Y","2","N","1","8850         164TH                     AVE  NE 98052","8850 ","   ","  ","164TH                    ","AVE ","NE","98052"
"868035","1","16 FLAT UNITS","3","3","16","754","957","3","3","0","4","4","4","1993","1998","100","N","Y","N","2","Y","1","8659         DELRIDGE                  WAY  SW 98106","8659 ","   ","  ","DELRIDGE                 ","WAY ","SW","98106"
"868080","1","3 UNIT CONDOMINIUM","1","2","3","1296","2799","3","3","0","4","4","4","1980","1993","100","N","N","Y","2","N","1","1911         13TH                      AVE  W  98119","1911 ","   ","  ","13TH                     ","AVE ","W ","98119"
"872599","3"," ","0","0","0","0","0","0","0","0","0","0","0","2004","2004","0"," "," "," ","0"," ","0","1221         MADISON                   ST      ","1221 ","   ","  ","MADISON                  ","ST  ","  ",""
"872668","2","4 UNIT TOWNHOUSE/CONDO","2","2","4","840","1502","3","3","0","4","3","3","1981","1994","100","N","N"," ","1","N","0","918          28TH                      AVE  S  98144","918  ","   ","  ","28TH                     ","AVE ","S ","98144"
"872671","1","","0","0","0","1","0","0","0","0","0","0","0","0","0","0"," "," "," ","0"," ","0","","     ","   ","","                         ","","",""
"872676","1","4 CONDO UNITS","1","2","4","1116","1500","3","3","100","4","5","3","2001","2001","100","N","Y","Y","2","N","1","","     ","   ","","                         ","","",""
"872704","1","5 FLAT UNITS","1","3","5","1341","1317","3","3","0","3","5","3","2005","2005","100","Y","Y","Y","2","N","1","2019         FRANKLIN                  AVE  E  98102","2019 ","   ","  ","FRANKLIN                 ","AVE ","E ","98102"
"889410","1","FLATS","1","3","6","1246","1188","3","4","0","4","6","3","2002","2002","100","Y","Y","Y","2","N","1","1527         CALIFORNIA                AVE  SW 98116","1527 ","   ","  ","CALIFORNIA               ","AVE ","SW","98116"
